priority,APN,COUNTY,Issue_Category,Num_Years_Lost,Total_Units_CSV,Years_Lost,Years_In_FC,spatial_parent_apns,match_types,Suggested_Action
LOW:  in genealogy (review),029-095-019,,PARCEL_NEW,5,5,"[2021, 2022, 2023, 2024, 2025]",NEVER,029-095-025,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),029-104-001,,PARCEL_NEW,5,5,"[2021, 2022, 2023, 2024, 2025]",NEVER,029-103-020,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),029-602-011,,PARCEL_NEW,5,5,"[2021, 2022, 2023, 2024, 2025]",NEVER,029-602-013,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),030-434-009,,PARCEL_NEW,5,5,"[2021, 2022, 2023, 2024, 2025]",NEVER,030-421-002,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),031-084-015,,PARCEL_NEW,5,5,"[2021, 2022, 2023, 2024, 2025]",NEVER,031-084-017,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),033-574-003,,PARCEL_NEW,5,5,"[2021, 2022, 2023, 2024, 2025]",NEVER,033-574-006,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),034-691-020,,PARCEL_NEW,5,5,"[2021, 2022, 2023, 2024, 2025]",NEVER,034-691-021,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),034-722-004,,PARCEL_NEW,5,5,"[2021, 2022, 2023, 2024, 2025]",NEVER,034-722-044,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),034-734-022,,PARCEL_NEW,5,5,"[2021, 2022, 2023, 2024, 2025]",NEVER,034-734-028,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),035-293-016,,PARCEL_NEW,5,5,"[2021, 2022, 2023, 2024, 2025]",NEVER,035-293-031,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),035-301-001,,PARCEL_NEW,5,5,"[2021, 2022, 2023, 2024, 2025]",NEVER,035-301-009,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),036-350-009,,PARCEL_NEW,5,5,"[2021, 2022, 2023, 2024, 2025]",NEVER,036-530-028,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),036-530-023,,PARCEL_NEW,5,5,"[2021, 2022, 2023, 2024, 2025]",NEVER,036-530-027,intersect,APN never found in FC for any year. Verify parcel exists in AllParcels service. May need geometry fetch or CSV correction.
LOW:  in genealogy (review),015-370-011,EL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2018, 2019, 2020]",015-370-031,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),015-370-023,EL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]",[2018],015-370-028,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),025-735-005,EL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]",[2018],025-735-011,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),025-735-006,EL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]",[2018],025-735-012,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),025-754-002,EL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2018, 2019, 2020]",025-754-008,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),026-105-006,EL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2018, 2019, 2020]",026-105-023,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),026-122-031,EL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2018, 2019, 2020]",026-122-036,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),026-122-033,EL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2018, 2019, 2020]",026-122-036,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),031-043-005,EL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2018, 2019, 2020]",031-043-014,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),033-661-014,EL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2018, 2019, 2020]",033-661-026,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),034-591-015,EL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]",[2018],034-591-018,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),034-591-016,EL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]",[2018],034-591-019,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),035-283-018,EL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]",[2018],035-283-038,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),035-283-022,EL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]",[2018],035-283-037,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),080-162-017,EL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]",[2018],080-162-018,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),080-192-033,EL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2018, 2019]",080-192-034,intersect,"APN present in FC through 2019, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),083-032-031,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",083-032-040,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),083-032-032,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",083-032-039,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),083-033-014,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",083-033-016,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),083-061-026,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",083-061-082,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),083-063-015,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",083-063-023,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),083-151-005,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015]",083-151-030,intersect,"APN present in FC through 2015, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),083-202-012,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",083-202-018,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),083-390-046,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",083-390-050,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),084-052-010,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018]",084-052-013,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),084-092-008,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",084-092-040,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),084-092-009,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",084-092-042,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),084-092-016,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",084-092-043,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),084-151-004,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2013, 2014]",084-151-029,intersect,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),084-151-017,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2013, 2014]",084-151-030,intersect,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),084-211-004,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",084-211-007,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),085-141-006,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",085-141-013,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),085-180-014,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]",[2013],085-180-018,intersect,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),090-073-019,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",090-073-021,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),090-074-010,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]",[2013],090-074-027,intersect,"APN present in FC through 2013, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),090-102-010,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",090-102-044,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),090-134-039,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018]",090-134-061,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),090-152-046,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017]","090-152-059, 090-152-060",intersect,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),090-222-008,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2013, 2014]",090-222-062,intersect,"APN present in FC through 2014, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),090-223-008,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016]",090-223-046,intersect,"APN present in FC through 2016, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),090-224-012,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018]",090-233-036,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),090-232-026,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018]",090-232-034,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),090-271-015,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018]",090-262-016,intersect,"APN present in FC through 2018, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),090-292-003,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017]",090-292-013,intersect,"APN present in FC through 2017, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
LOW:  in genealogy (review),092-120-042,PL,PARCEL_SPLIT,5,5,"[2021, 2022, 2023, 2024, 2025]","[2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020]",092-120-057,intersect,"APN present in FC through 2020, then disappears. Parcel was likely split or re-numbered. Update CSV to reference successor APNs for years after split."
