Residential Allocation Number,Development Right Pool,Issuance Year,Type,Sequence,Allocation Status,Transaction,Pool,Previous Transaction(s),Receiving Parcel APN,Construction Status
PL-15-O-06,PL,2015,O,6,Allocated,PCCA-ALLOC-1011,Residential Allocation - Placer County,,084-140-009,Completed
PL-15-O-07,PL,2015,O,7,Allocated,PCCA-ALLOC-1012,Residential Allocation - Placer County,,112-300-018,Completed
PL-15-O-08,PL,2015,O,8,Allocated,PCCA-ALLOC-1013,Residential Allocation - Placer County,,092-232-005,Completed
PL-15-O-09,PL,2015,O,9,Allocated,PCCA-ALLOC-1014,Residential Allocation - Placer County,,085-083-021,Completed
PL-15-O-10,PL,2015,O,10,Allocated,PCCA-ALLOC-1015,Residential Allocation - Placer County,,083-480-008,Completed
PL-15-O-11,PL,2015,O,11,Allocated,PCCA-ALLOC-1016,Residential Allocation - Placer County,,090-191-008,Completed
PL-15-O-12,PL,2015,O,12,Allocated,PCCA-ALLOC-1017,Residential Allocation - Placer County,,090-191-008,Completed
PL-15-O-13,PL,2015,O,13,Allocated,PCCA-ALLOC-1018,Residential Allocation - Placer County,,090-191-008,Completed
PL-15-O-14,PL,2015,O,14,Allocated,PCCA-ALLOC-1019,Residential Allocation - Placer County,,090-191-008,Completed
PL-15-O-15,PL,2015,O,15,Allocated,PCCA-ALLOC-1021,Residential Allocation - Placer County,,116-030-059,Completed
PL-15-O-16,PL,2015,O,16,Allocated,PCCA-ALLOC-1022,Residential Allocation - Placer County,,116-030-060,Completed
PL-15-O-17,PL,2015,O,17,Allocated,PCCA-ALLOC-1023,Residential Allocation - Placer County,,116-070-021,Completed
PL-15-O-18,PL,2015,O,18,Allocated,PCCA-ALLOC-1024,Residential Allocation - Placer County,,112-070-012,Completed
PL-15-O-19,PL,2015,O,19,Allocated,PCCA-ALLOC-2739,Residential Allocation - Placer County,,085-153-005,Completed
PL-15-R-20,PL,2015,R,20,Allocated,PCCA-ALLOC-3063,Residential Allocation - Placer County,PCCA-ALLOC-1336,117-150-048,Completed
PL-15-O-21,PL,2015,O,21,Allocated,PCCA-ALLOC-1247,Residential Allocation - Placer County,,117-072-005,Completed
PL-15-O-22,PL,2015,O,22,Allocated,PCCA-ALLOC-1258,Residential Allocation - Placer County,,085-280-044,Completed
PL-15-O-23,PL,2015,O,23,Allocated,PCCA-ALLOC-1337,Residential Allocation - Placer County,,090-124-033,Completed
PL-15-O-24,PL,2015,O,24,Allocated,PCCA-ALLOC-1338,Residential Allocation - Placer County,,111-270-017,Not Completed
PL-15-O-25,PL,2015,O,25,Allocated,PCCA-ALLOC-1339,Residential Allocation - Placer County,,083-360-009,Completed
PL-15-O-26,PL,2015,O,26,Allocated,PCCA-ALLOC-1340,Residential Allocation - Placer County,,094-221-001,Completed
PL-15-O-27,PL,2015,O,27,Allocated,PCCA-ALLOC-1341,Residential Allocation - Placer County,,090-124-016,Completed
PL-15-O-28,PL,2015,O,28,Allocated,PCCA-ALLOC-1342,Residential Allocation - Placer County,,093-103-006,Completed
PL-15-O-29,PL,2015,O,29,Allocated,PCCA-ALLOC-1343,Residential Allocation - Placer County,,085-141-012,Completed
PL-15-O-30,PL,2015,O,30,Allocated,PCCA-ALLOC-1862,Residential Allocation - Placer County,,083-092-013,Completed
PL-15-O-31,PL,2015,O,31,Allocated,PCCA-ALLOC-1863,Residential Allocation - Placer County,,098-291-007,Completed
PL-15-O-32,PL,2015,O,32,Allocated,PCCA-ALLOC-1864,Residential Allocation - Placer County,,112-060-001,Completed
PL-15-O-33,PL,2015,O,33,Allocated,PCCA-ALLOC-1865,Residential Allocation - Placer County,,090-125-005,Completed
PL-15-O-34,PL,2015,O,34,Allocated,PCCA-ALLOC-1866,Residential Allocation - Placer County,,112-300-007,Not Completed
PL-15-O-35,PL,2015,O,35,Allocated,PCCA-ALLOC-1867,Residential Allocation - Placer County,,112-260-011,Completed
PL-15-O-36,PL,2015,O,36,Allocated,PCCA-ALLOC-1869,Residential Allocation - Placer County,,098-167-019,Completed
PL-15-O-37,PL,2015,O,37,Allocated,PCCA-ALLOC-1868,Residential Allocation - Placer County,,085-072-018,Completed
PL-16-O-01,PL,2016,O,1,Allocated,PCCA-ALLOC-2092,Residential Allocation - Placer County,,115-030-101,Completed
PL-16-O-02,PL,2016,O,2,Allocated,PCCA-ALLOC-2093,Residential Allocation - Placer County,,115-040-004,Completed
PL-16-O-03,PL,2016,O,3,Allocated,PCCA-ALLOC-2094,Residential Allocation - Placer County,,098-111-001,Completed
PL-16-O-04,PL,2016,O,4,Allocated,PCCA-ALLOC-2095,Residential Allocation - Placer County,,115-010-019,Completed
PL-16-O-05,PL,2016,O,5,Allocated,PCCA-ALLOC-2096,Residential Allocation - Placer County,,092-110-053,Completed
PL-16-O-06,PL,2016,O,6,Allocated,PCCA-ALLOC-2097,Residential Allocation - Placer County,,092-010-052,Completed
PL-16-O-07,PL,2016,O,7,Allocated,PCCA-ALLOC-2098,Residential Allocation - Placer County,,094-211-018,Completed
PL-16-O-08,PL,2016,O,8,Allocated,PCCA-ALLOC-2099,Residential Allocation - Placer County,,085-201-020,Completed
PL-16-O-09,PL,2016,O,9,Allocated,PCCA-ALLOC-3064,Residential Allocation - Placer County,,090-064-015,Completed
PL-16-O-10,PL,2016,O,10,Allocated,PCCA-ALLOC-2101,Residential Allocation - Placer County,,085-250-008,Completed
PL-16-O-11,PL,2016,O,11,Allocated,PCCA-ALLOC-2102,Residential Allocation - Placer County,,111-110-019,Completed
PL-16-O-12,PL,2016,O,12,Allocated,PCCA-ALLOC-2103,Residential Allocation - Placer County,,097-140-003,Completed
PL-16-O-13,PL,2016,O,13,Allocated,PCCA-ALLOC-2104,Residential Allocation - Placer County,,097-140-003,Not Completed
PL-16-O-14,PL,2016,O,14,Allocated,PCCA-ALLOC-2105,Residential Allocation - Placer County,,097-060-038,Completed
PL-16-O-15,PL,2016,O,15,Allocated,PCCA-ALLOC-2106,Residential Allocation - Placer County,,097-140-003,Not Completed
PL-16-O-16,PL,2016,O,16,Allocated,PCCA-ALLOC-2107,Residential Allocation - Placer County,,097-140-003,Not Completed
PL-16-O-17,PL,2016,O,17,Allocated,PCCA-ALLOC-2108,Residential Allocation - Placer County,,097-060-038,Not Completed
PL-16-O-18,PL,2016,O,18,Allocated,PCCA-ALLOC-2109,Residential Allocation - Placer County,,097-140-003,Not Completed
PL-16-O-19,PL,2016,O,19,Allocated,PCCA-ALLOC-2110,Residential Allocation - Placer County,,111-280-017,Not Completed
PL-16-O-20,PL,2016,O,20,Allocated,PCCA-ALLOC-2377,Residential Allocation - Placer County,,094-102-010,Completed
PL-16-O-21,PL,2016,O,21,Allocated,PCCA-ALLOC-2378,Residential Allocation - Placer County,,094-175-007,Completed
PL-16-O-22,PL,2016,O,22,Allocated,PCCA-ALLOC-2225,Residential Allocation - Placer County,,112-060-018,Completed
PL-16-O-23,PL,2016,O,23,Allocated,PCCA-ALLOC-2379,Residential Allocation - Placer County,,111-150-009,Completed
PL-16-O-24,PL,2016,O,24,Allocated,PCCA-ALLOC-2380,Residential Allocation - Placer County,,112-280-009,Completed
PL-16-O-25,PL,2016,O,25,Allocated,PCCA-ALLOC-2381,Residential Allocation - Placer County,,098-252-001,Completed
PL-16-O-26,PL,2016,O,26,Allocated,PCCA-ALLOC-2382,Residential Allocation - Placer County,,092-010-051,Not Completed
PL-16-O-27,PL,2016,O,27,Allocated,PCCA-ALLOC-2383,Residential Allocation - Placer County,,083-350-036,Completed
PL-16-O-28,PL,2016,O,28,Allocated,PCCA-ALLOC-2384,Residential Allocation - Placer County,,090-272-017,Completed
PL-16-O-29,PL,2016,O,29,Allocated,PCCA-ALLOC-2385,Residential Allocation - Placer County,,092-200-023,Completed
PL-16-O-30,PL,2016,O,30,Allocated,PCCA-ALLOC-2767,Residential Allocation - Placer County,,093-271-009,Completed
PL-16-O-31,PL,2016,O,31,Allocated,PCCA-ALLOC-2768,Residential Allocation - Placer County,,115-040-088,Not Completed
PL-16-O-32,PL,2016,O,32,Allocated,PCCA-ALLOC-2773,Residential Allocation - Placer County,,112-260-005,Not Completed
PL-16-O-33,PL,2016,O,33,Allocated,PCCA-ALLOC-2769,Residential Allocation - Placer County,,117-190-061,Not Completed
PL-16-O-34,PL,2016,O,34,Allocated,PCCA-ALLOC-2770,Residential Allocation - Placer County,,097-092-009,Not Completed
PL-16-O-35,PL,2016,O,35,Allocated,PCCA-ALLOC-2771,Residential Allocation - Placer County,,112-180-043,Not Completed
PL-16-O-36,PL,2016,O,36,Allocated,PCCA-ALLOC-2772,Residential Allocation - Placer County,,092-154-051,Not Completed
PL-16-O-37,PL,2016,O,37,Allocated,PCCA-ALLOC-2745,Residential Allocation - Placer County,,112-260-012,Completed
PL-17-O-01,PL,2017,O,1,Allocated,PCCA-ALLOC-2880,Residential Allocation - Placer County,,090-121-013,Not Completed
PL-17-O-02,PL,2017,O,2,Allocated,PCCA-ALLOC-2886,Residential Allocation - Placer County,,090-121-013,Not Completed
PL-17-O-03,PL,2017,O,3,Allocated,PCCA-ALLOC-2879,Residential Allocation - Placer County,,090-115-037,Completed
PL-17-O-04,PL,2017,O,4,Allocated,PCCA-ALLOC-2881,Residential Allocation - Placer County,,112-220-020,Not Completed
PL-17-O-05,PL,2017,O,5,Allocated,PCCA-ALLOC-2887,Residential Allocation - Placer County,,117-200-011,Not Completed
PL-17-O-06,PL,2017,O,6,Allocated,PCCA-ALLOC-2885,Residential Allocation - Placer County,,090-056-034,Not Completed
PL-17-O-07,PL,2017,O,7,Allocated,PCCA-ALLOC-2895,Residential Allocation - Placer County,,084-081-016,Not Completed
PL-17-O-08,PL,2017,O,8,Allocated,PCCA-ALLOC-3031,Residential Allocation - Placer County,,115-020-026,Not Completed
PL-17-O-09,PL,2017,O,9,Unallocated,,Residential Allocation - Placer County,,,Unallocated
PL-17-O-10,PL,2017,O,10,Unallocated,,Residential Allocation - Placer County,,,Unallocated
PL-17-O-11,PL,2017,O,11,Unallocated,,Residential Allocation - Placer County,,,Unallocated
PL-17-O-12,PL,2017,O,12,Unallocated,,Residential Allocation - Placer County,,,Unallocated
PL-17-O-13,PL,2017,O,13,Unallocated,,Residential Allocation - Placer County,,,Unallocated
PL-17-O-14,PL,2017,O,14,Unallocated,,Residential Allocation - Placer County,,,Unallocated
PL-17-O-15,PL,2017,O,15,Unallocated,,Residential Allocation - Placer County,,,Unallocated
PL-17-O-16,PL,2017,O,16,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-17,PL,2017,O,17,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-18,PL,2017,O,18,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-19,PL,2017,O,19,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-20,PL,2017,O,20,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-21,PL,2017,O,21,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-22,PL,2017,O,22,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-23,PL,2017,O,23,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-24,PL,2017,O,24,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-25,PL,2017,O,25,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-26,PL,2017,O,26,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-27,PL,2017,O,27,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-28,PL,2017,O,28,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-29,PL,2017,O,29,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-30,PL,2017,O,30,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-31,PL,2017,O,31,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-32,PL,2017,O,32,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-33,PL,2017,O,33,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-34,PL,2017,O,34,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-35,PL,2017,O,35,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-36,PL,2017,O,36,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-17-O-37,PL,2017,O,37,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-01,PL,2018,O,1,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-02,PL,2018,O,2,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-03,PL,2018,O,3,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-04,PL,2018,O,4,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-05,PL,2018,O,5,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-06,PL,2018,O,6,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-07,PL,2018,O,7,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-08,PL,2018,O,8,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-09,PL,2018,O,9,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-10,PL,2018,O,10,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-11,PL,2018,O,11,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-12,PL,2018,O,12,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-13,PL,2018,O,13,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-14,PL,2018,O,14,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-15,PL,2018,O,15,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-16,PL,2018,O,16,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-17,PL,2018,O,17,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-18,PL,2018,O,18,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-19,PL,2018,O,19,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-20,PL,2018,O,20,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-21,PL,2018,O,21,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-22,PL,2018,O,22,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-23,PL,2018,O,23,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-24,PL,2018,O,24,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-25,PL,2018,O,25,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-26,PL,2018,O,26,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-27,PL,2018,O,27,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-28,PL,2018,O,28,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-29,PL,2018,O,29,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-30,PL,2018,O,30,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-31,PL,2018,O,31,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-32,PL,2018,O,32,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-33,PL,2018,O,33,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-34,PL,2018,O,34,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-35,PL,2018,O,35,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-36,PL,2018,O,36,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-18-O-37,PL,2018,O,37,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-19-O-01,PL,2019,O,1,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-19-O-02,PL,2019,O,2,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-19-O-03,PL,2019,O,3,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-19-O-04,PL,2019,O,4,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-19-O-05,PL,2019,O,5,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
PL-19-O-06,PL,2019,O,6,Unallocated,Start Transaction,Residential Allocation - Placer County,,,Unallocated
